name,len,ttl(32),ttl(64),ttl(128),ttl(255),id(new),id(overlap),off(single),off(frag),sum(new),sum(overlap),ICMP,IGMP,TCP,UDP
Nuclear-EK-traffic,761.0253165,0,0,1,0,1,0,0.257383966,0.742616034,0.571729958,0.428270042,0,0,0.824894515,0.175105485
FlashPack-EK-traffic-first-run,897.6969231,0,0,1,0,1,0,0.338461538,0.661538462,0.915384615,0.084615385,0,0,1,0
FlashPack-EK-traffic-second-run,604.6021127,0,0,1,0,1,0,0.454225352,0.545774648,0.964788732,0.035211268,0,0,1,0
fake-Flash-installer-sandbox-analysis,720.3883848,0.008469449,0.042952208,0.940713854,0,0.961887477,0.030248034,0.944948578,0.047186933,0.953418028,0.038717483,0,0.004839685,0.952208106,0.035087719
fake-Flash-installer-traffic,751.4976852,0,0,1,0,1,0,0.402777778,0.597222222,0.993055556,0.006944444,0,0,0.986111111,0.013888889
Nuclear-EK-traffic,788.290411,0,0,1,0,1,0,0.35890411,0.64109589,0.967123288,0.032876712,0,0,1,0
Angler-EK-traffic,724.3526399,0,0,1,0,0.992907801,0.007092199,0.449566588,0.550433412,0.986997636,0.013002364,0,0,0.994483846,0.005516154
Fiesta-EK-malware-payload-sandbox-analysis,588.2651934,0.019337017,0.11878453,0.849447514,0,0.901933702,0.085635359,0.813535912,0.174033149,0.895027624,0.092541436,0,0.011049724,0.813535912,0.162983425
Fiesta-EK-traffic,896.740634,0,0,1,0,1,0,0.299711816,0.700288184,0.65129683,0.34870317,0,0,1,0
Nuclear-EK-traffic,830.0904523,0,0,1,0,1,0,0.331658291,0.668341709,0.567839196,0.432160804,0,0,1,0
FlashPack-EK-uses-CVE-2013-2551-first-run,886.2175489,0,0,1,0,1,0,0.313995649,0.686004351,0.978970268,0.021029732,0,0,0.995649021,0.004350979
FlashPack-EK-uses-CVE-2013-2551-second-run,885.8770571,0,0,1,0,1,0,0.313649564,0.686350436,0.976766699,0.023233301,0,0,0.994191675,0.005808325
FlashPack-EK-with-IE-10-failed-attempt,875.5283019,0,0,1,0,1,0,0.270440252,0.729559748,0.987421384,0.012578616,0,0,1,0
FlashPack-EK-with-IE-11-successful-infection,687.5860806,0,0,1,0,1,0,0.428571429,0.571428571,0.940659341,0.059340659,0,0,0.994139194,0.005860806
phishing-malware-sandbox-analysis,167.5,0,0.357142857,0.642857143,0,0.857142857,0.142857143,0.714285714,0.285714286,0.857142857,0.142857143,0,0,0.714285714,0.285714286
Angler-EK-traffic,543.8764759,0,0,1,0,1,0,0.403269755,0.596730245,0.934604905,0.065395095,0,0,0.969118983,0.030881017
Magnitude-EK-traffic,552.5677676,0.000159172,0,0.999840828,0,1,0,0.34580183,0.65419817,0.895423796,0.104576204,0,0,0.949860724,0.050139276
Nuclear-EK-traffic,613.4094626,0,0,1,0,1,0,0.365654206,0.634345794,0.849007009,0.150992991,0,0,0.945093458,0.054906542
Fiesta-EK-traffic,758.353222,0,0,1,0,1,0,0.369928401,0.630071599,0.57875895,0.42124105,0,0,1,0
fake-USPS-notification-sandbox-analysis,158,0,0.416666667,0.583333333,0,0.916666667,0.083333333,0.833333333,0.166666667,0.916666667,0.083333333,0,0,0.833333333,0.166666667
Nuclear-EK-traffic,439.059841,0,0,1,0,1,0,0.458158018,0.541841982,0.942028986,0.057971014,0,0,1,0
Sweet-Orange-EK-sandbox-analysis-of-malware,191.9503546,0,0.004728132,0.995271868,0,0.990543735,0.009456265,0.087470449,0.912529551,0.995271868,0.004728132,0.002364066,0,0,0.997635934
Sweet-Orange-EK-traffic,347.2293388,0.00137741,0,0.99862259,0,1,0,0.141184573,0.858815427,0.986914601,0.013085399,0,0.00137741,0.376721763,0.621900826
Magnitude-EK-traffic,573.2947209,0,0,1,0,1,0,0.398025066,0.601974934,0.943030763,0.056969237,0,0,0.968856817,0.031143183
Infinity-EK-traffic,899.3129837,0,0,1,0,0.898538263,0.101461737,0.331900258,0.668099742,0.943250215,0.056749785,0,0,0.993121238,0.006878762
fake-Flash-installer-download,793.7654321,0,0,1,0,1,0,0.314814815,0.685185185,0.666666667,0.333333333,0,0,0.981481481,0.018518519
fake-Flash-installer-sandbox-analysis,648.3514266,0,0.56506611,0.433542102,0,0.990953375,0.007654836,0.978427279,0.020180932,0.93249826,0.066109951,0,0,0.990953375,0.007654836
fake-USPS-notification-sandbox-analysis,125.8,0,0.333333333,0.466666667,0,0.733333333,0.066666667,0.666666667,0.133333333,0.733333333,0.066666667,0,0,0.666666667,0.133333333
Nuclear-EK-traffic,701.7466391,0,0,1,0,1,0,0.346432265,0.653567735,0.604963806,0.395036194,0,0,0.981385729,0.018614271
Nuclear-EK-malware-payload-sandbox-analysis,608.686941,0.025044723,0.046511628,0.903398927,0,0.935599284,0.039355993,0.885509839,0.089445438,0.932021467,0.04293381,0,0.01431127,0.885509839,0.075134168
Nuclear-EK-traffic,500.5869018,0,0,1,0,1,0,0.226700252,0.773299748,0.56675063,0.43324937,0,0,0.652392947,0.347607053
Asprox-malware-download,800.0533333,0,1,0,0,0.853333333,0.146666667,1,0,0.84,0.16,0,0,1,0
Asprox-malware-sandbox-analysis,126.1333333,0,0.333333333,0.466666667,0,0.733333333,0.066666667,0.666666667,0.133333333,0.733333333,0.066666667,0,0,0.666666667,0.133333333
Sweet-Orange-EK-traffic,766.010395,0,0,1,0,1,0,0.343035343,0.656964657,0.906444906,0.093555094,0,0,0.979209979,0.020790021
Asprox-email-download-links,531.6764706,0,0,1,0,1,0,0.417647059,0.582352941,0.505882353,0.494117647,0,0,0.847058824,0.152941176
Asprox-malware-sandbox-analysis-01,157.25,0,0.416666667,0.583333333,0,0.916666667,0.083333333,0.833333333,0.166666667,0.916666667,0.083333333,0,0,0.833333333,0.166666667
Asprox-malware-sandbox-analysis-02,143.1395349,0,0,1,0,0.674418605,0.325581395,1,0,1,0,0,0,1,0
Fiesta-EK-traffic,1025.176086,0,0,1,0,1,0,0.255798759,0.744201241,0.704018295,0.295981705,0,0,1,0
Zuponcic-EK-traffic-java-6u25,372.6192893,0.007296954,0,0.992703046,0,1,0,0.36357868,0.63642132,0.853743655,0.146256345,0,0.007296954,0.940989848,0.051713198
Zuponcic-EK-traffic-java-7u13,803.7820844,0,0,1,0,1,0,0.335917313,0.664082687,0.942291128,0.057708872,0,0,0.982773471,0.017226529
Nuclear-EK-traffic,784.5974026,0,0,1,0,1,0,0.332467532,0.667532468,0.979220779,0.020779221,0,0,1,0
Angler-EK-malware-payload-sandbox-analysis,75.35714286,0,0.285714286,0.5,0,0.714285714,0.071428571,0.428571429,0.357142857,0.714285714,0.071428571,0,0,0.428571429,0.357142857
Angler-EK-traffic,1005.052356,0,0,1,0,1,0,0.284467714,0.715532286,0.680628272,0.319371728,0,0,1,0
phishing-malware-sandbox-analysis,647.4848485,0,0.579889807,0.414600551,0.005509642,0.585399449,0.414600551,0.387052342,0.612947658,0.954545455,0.045454545,0,0,0.950413223,0.049586777
Angler-EK-malware-sandbox-analysis,96.45454545,0,0.363636364,0.636363636,0,0.909090909,0.090909091,0.545454545,0.454545455,0.909090909,0.090909091,0,0,0.545454545,0.454545455
Angler-EK-traffic,749.6572327,0,0,1,0,1,0,0.339622642,0.660377358,0.622641509,0.377358491,0,0,0.962264151,0.037735849
Rig-EK-failed-infection-with-java,548.6666667,0,0,1,0,1,0,0.434782609,0.565217391,0.971014493,0.028985507,0,0,1,0
Rig-EK-successful-infection,940.6978085,0,0,1,0,0.998846597,0.001153403,0.328719723,0.671280277,0.972318339,0.027681661,0,0,1,0
Magnitude-EK-traffic,1069.484131,0,0,0.998992443,0.001007557,1,0,0.325944584,0.674055416,0.975314861,0.024685139,0,0,0.984382872,0.015617128
phishing-email-malware-sandbox-analysis,699.2869565,0,0.526086957,0.473913043,0,0.956521739,0.043478261,0.808695652,0.191304348,0.960869565,0.039130435,0,0,0.956521739,0.043478261
FlashPack-EK-traffic,882.9488017,0,0,1,0,1,0,0.294117647,0.705882353,0.930283224,0.069716776,0,0,0.993464052,0.006535948
FlashPack-EK-traffic,742.825784,0,0,1,0,1,0,0.329268293,0.670731707,0.913763066,0.086236934,0,0,0.991289199,0.008710801
Nuclear-EK-malware-payload-sandbox-analysis-01,518.6583428,0.015891033,0.14415437,0.827468785,0,0.909194098,0.078320091,0.837684449,0.149829739,0.892167991,0.095346198,0,0.00908059,0.837684449,0.140749149
Nuclear-EK-malware-payload-sandbox-analysis-02,575.3125,0.019886364,0.039772727,0.927556818,0,0.904829545,0.082386364,0.805397727,0.181818182,0.880681818,0.106534091,0,0.011363636,0.808238636,0.167613636
Nuclear-EK-traffic,535.7907692,0,0,1,0,1,0,0.412307692,0.587692308,0.996923077,0.003076923,0,0,0.975384615,0.024615385
Fiesta-EK-malware-payload-sandbox-analysis,595.7229255,0.019690577,0.109704641,0.853727145,0,0.945147679,0.037974684,0.905766526,0.077355837,0.935302391,0.047819972,0,0.011251758,0.905766526,0.066104079
Fiesta-EK-traffic,401.8875358,0,0,1,0,1,0,0.467765043,0.532234957,0.945558739,0.054441261,0,0,1,0
Rig-EK-traffic,771.9461312,0,0,1,0,0.997061704,0.002938296,0.347698335,0.652301665,0.953966699,0.046033301,0,0,0.962781587,0.037218413
Fiesta-EK-traffic,760.6934307,0,0,1,0,1,0,0.36593674,0.63406326,0.901216545,0.098783455,0,0,0.98540146,0.01459854
FlashPack-EK-traffic,747.3953488,0,0,1,0,1,0,0.343853821,0.656146179,0.596345515,0.403654485,0,0,1,0
Sweet-Orange-EK-traffic,941.5017123,0,0,1,0,1,0,0.290525114,0.709474886,0.944634703,0.055365297,0,0,1,0
